@@229172	##	fo
Britain	britain	np1
's	's	ge
coal	coal	nn1
shortage	shortage	nn1
,	,	y
caused	cause	vvd_vvn
chiefly	chiefly	rr
by	by	ii
obsolete	obsolete	jj
equipment	equipment	nn1
and	and	cc
miners	miner	nn2
'	'	ge
war	war	nn1
weariness	weariness	nn1
,	,	y
was	be	vbdz
nearing	near	vvg
the	the	at
danger	danger	nn1
point	point	nn1
.	.	y
Approaching	approach	vvg_jj@
winter	winter	nnt1
brought	bring	vvd_vvn
fear	fear	nn1_vv0
to	to	ii
Government	government	nn1
officials	official	nn2
and	and	cc
industrialists	industrialist	nn2
alike	alike	rr_jj
:	:	y
last	last	md
week	week	nnt1
,	,	y
industrial	industrial	jj
stocks	stock	nn2
took	take	vvd
a	a	at1
sharp	sharp	jj
plunge	plunge	nn1
on	on	ii
the	the	at
London	london	np1
Exchange	exchange	nn1
.	.	y
Minister	minister	nn1
of	of	io
Fuel	fuel	nn1
and	and	cc
Power	power	np1@_nn1
Emanuel	emanuel	np1
Shinwell	shinwell	np1	
had	have	vhd
denounced	denounce	vvn
widespread	widespread	jj
rumors	rumor	nn2
of	of	io
impending	impending	jj
power	power	nn1
rationing	rationing	nn1_vvg
as	as	csa_rg@_ii@
"	"	"
malicious	malicious	jj
propaganda	propaganda	nn1
.	.	y
"	"	"
But	but	ccb
he	he	pphs1
himself	himself	ppx1
had	have	vhd
to	to	to
admit	admit	vvi
last	last	md
week	week	nnt1
that	that	cst_dd1
,	,	y
unless	unless	cs
coal	coal	nn1
production	production	nn1
increased	increase	vvd_vvn
rapidly	rapidly	rr
,	,	y
there	there	ex
was	be	vbdz
grave	grave	jj
danger	danger	nn1
of	of	io
a	a	at1
breakdown	breakdown	nn1
in	in	ii
Britain	britain	np1
's	's	ge
hard-struggling	hard-struggling	jj_nn1	
industry	industry	nn1
this	this	dd1
winter	winter	nnt1
.	.	y
