@@181692	##	fo
When	when	rrq_cs
Ambassador	ambassador	nnb
William	william	np1
Dawson	dawson	np1
,	,	y
U.S.	u.s.-	np1
representative	representative	nn1_jj
to	to	ii
the	the	at
Pan	pan	np1_nn1@
American	american	jj
Union	union	nn1_np1
,	,	y
said	say	vvd
last	last	md
week	week	nnt1
that	that	cst
the	the	at
U.S.	u.s.-	np1
wanted	want	vvd
Nicaragua	nicaragua	np1
at	at	ii
the	the	at
Bogota	bogota	np1
conference	conference	nn1
,	,	y
Washington	washington	np1
's	's	ge
latinos	latino	nn2	
guessed	guess	vvd_vvn
that	that	cst
the	the	at
U.S.	u.s.-	np1
was	be	vbdz
at	at	rr21
last	last	rr22
ready	ready	jj
to	to	to
recognize	recognize	vvi
Dictator	dictator	nn1
Somoza	somoza	np1
's	's	ge
government	government	nn1
.	.	y
They	they	pphs2
were	be	vbdr
wrong	wrong	jj_rr@
.	.	y
Later	later	rrr_jjr
,	,	y
to	to	to
shut	shut	vvi
off	off	ii_rp
the	the	at
guessing	guess	nn1@
,	,	y
white-haired	white-haired	jj
Ambassador	ambassador	nnb
Dawson	dawson	np1
telephoned	telephone	vvd
17	17	mc
embassies	embassy	nn2
(	(	y
but	but	ccb
not	not	xx
the	the	at
Costa	costa	np1
Rican	rican	np1
,	,	y
Honduran	honduran	jj
or	or	cc
Dominican	dominican	jj_nn1@
,	,	y
whose	whose	ddqge
governments	government	nn2
recognized	recognize	vvd_vvn
Somoza	somoza	np1
last	last	md
year	year	nnt1
)	)	y
and	and	cc
made	make	vvd
it	it	pph1
clear	clear	jj
that	that	cst
inviting	invite	vvg
a	a	at1
neighbor	neighbor	nn1
to	to	ii
a	a	at1
neighborhood	neighborhood	nn1
powwow	powwow	nn1
did	do	vdd
not	not	xx
mean	mean	vvi
approval	approval	nn1
of	of	io
the	the	at
way	way	nn1
the	the	at
neighbor	neighbor	nn1
acted	act	vvd_vvn
.	.	y
<P>	<p>	null	
Meanwhile	meanwhile	rr
Colombia	colombia	np1
,	,	y
the	the	at
conference	conference	nn1
host	host	nn1_vv0
,	,	y
had	have	vhd
popped	pop	vvn
off	off	rp
and	and	cc
granted	grant	vvn
Somoza	somoza	np1
recognition	recognition	nn1
.	.	y
Most	most	dat_rgt
Latin	latin	jj
American	american	jj
republics	republic	nn2
would	would	vm
probably	probably	rr
soon	soon	rr
follow	follow	vvi
Colombia	colombia	np1
's	's	ge
lead	lead	nn1
.	.	y
If	if	cs
such	such	da
a	a	at1
bandwagon	bandwagon	nn1
started	start	vvd
rolling	roll	jj_vvg
,	,	y
the	the	at
U.S.	u.s.-	np1
might	might	vm
have	have	vhi
to	to	to
climb	climb	vvi
aboard	aboard	rl
,	,	y
no	no	uh_at
matter	matter	vv0_nn1
whether	whether	csw
it	it	pph1
liked	like	vvd
all	all	db
the	the	at
passengers	passenger	nn2
,	,	y
or	or	cc
not	not	xx
.	.	y
