@@172811	##	fo
Subhas	subhas	nn2@_np2	
Chandra	chandra	np1
Bose	bose	np1
,	,	y
top	top	jj_nn1
left-winger	left-winger	nn1	
in	in	ii
Mohandas	mohandas	np2_nn2@
Karamchand	karamchand	np1_rr_jj	
Gandhi	gandhi	np1
's	's	ge
All-India	all-india	np1
National	national	jj
Congress	congress	nn1
,	,	y
twice	twice	rr
Party	party	nn1
President	president	nn1
and	and	cc
persistent	persistent	jj
threat	threat	nn1
to	to	ii
Mahatma	mahatma	np1
Gandhi	gandhi	np1
's	's	ge
leadership	leadership	nn1
,	,	y
has	have	vhz
been	be	vbn
sentenced	sentence	vvn
eleven	eleven	mc
times	time	nnt2
to	to	ii
British	british	jj
jails	jail	nn2
.	.	y
Last	last	md
week	week	nnt1
he	he	pphs1
was	be	vbdz
beyond	beyond	ii
British	british	jj
grasp	grasp	nn1
.	.	y
India	india	np1
's	's	ge
Council	council	nn1
of	of	io
State	state	nn1_np1@
announced	announce	vvd_vvn
officially	officially	rr
that	that	cst
he	he	pphs1
"	"	"
has	have	vhz
gone	go	vvn
over	over	rp
to	to	ii
the	the	at
enemy	enemy	nn1
"	"	"
and	and	cc
signed	sign	vvd_vvn
an	an	at1
Axis	axis	nn1
pact	pact	nn1
inviting	invite	vvg_jj
India	india	np1
's	's	ge
invasion	invasion	nn1
.	.	y
Guessed	guess	vvd_vvn
the	the	at
Council	council	nn1
:	:	y
He	he	pphs1
is	be	vbz
probably	probably	rr
already	already	rr
in	in	ii
Berlin	berlin	np1
or	or	cc
Rome	rome	np1
.	.	y
