@@256877	##	fo
The	the	at
Japanese	japanese	nn1
were	be	vbdr
310	310	mc
miles	mile	nnu2
from	from	ii
Chungking	chungking	np1
(	(	y
see	see	vv0
WORLD	world	nn1
BATTLEFRONTS	battlefronts	vvz_nn2	
)	)	y
.	.	y
In	in	ii
China	china	np1
's	's	ge
darkest	darke	jjt
hour	hour	nnt1
Generalissimo	generalissimo	nnb
Chiang	chiang	np1
Kai-shek	kai-shek	nn1
girded	gird	vvd
his	his	appge
Government	government	nn1
for	for	if
the	the	at
trial	trial	nn1
.	.	y
He	he	pphs1
appointed	appoint	vvd
his	his	appge
able	able	jj
,	,	y
