@@304387	##	fo
The	the	at
Congress	congress	nn1
last	last	md
week	week	nnt1
set	set	vvn_vvd_vv0
ahead	ahead	rl
for	for	if
six	six	mc
months	month	nnt2
,	,	y
until	until	cs_ii@
June	june	npm1
1944	1944	mc
,	,	y
the	the	at
legal	legal	jj
deadline	deadline	nn1
for	for	if
bringing	bring	vvg
to	to	ii
trial	trial	nn1
Rear	rear	nnb
Admiral	admiral	nnb
Husband	husband	np1
E.	e.	np1
Kimmel	kimmel	np1
and	and	cc
Major	major	nnb
General	general	nnb
Walter	walter	np1
C.	c.-a	np1
Short	short	np1
.	.	y
Thus	thus	rr
the	the	at
smoldering	smoldering	jj@_nn1@
subject	subject	nn1
of	of	io
the	the	at
blame	blame	nn1
for	for	if
Pearl	pearl	np1
Harbor	harbor	nn1
was	be	vbdz
neatly	neatly	rr
maneuvered	maneuver	vvn
into	into	ii
the	the	at
middle	middle	nn1
of	of	io
next	next	md
year	year	nnt1
's	's	ge
Presidential	presidential	jj
campaign	campaign	nn1
.	.	y
<P>	<p>	null	
Even	even	cs21
if	if	cs22
Kimmel	kimmel	np1
and	and	cc
Short	short	np1
do	do	vd0
not	not	xx
stand	stand	vvi
trial	trial	nn1
in	in	ii
June	june	npm1
,	,	y
the	the	at
Administration	administration	nn1
will	will	nn1@_vm
.	.	y
Roared	roar	vvd
Missouri	missouri	np1
's	be	ge_vbz_vhz@
enraged	enrage	jj_vvn
Senator	senator	nnb
Bennett	bennett	np1
Champ	champ	nn1
Clark	clark	np1
:	:	y
"	"	"
I	i	ppis1
'm	be	vbm
going	go	vvgk
to	to	to
keep	keep	vvi
after	after	ii
them	them	ppho2
.	.	y
Stimson	stimson	nn1_np1@
and	and	cc
Knox	knox	np1
want	want	vv0
no	no	at
part	part	nn1
of	of	io
a	a	at1
court-martial	court-martial	nn1
for	for	if
Kimmel	kimmel	np1
and	and	cc
Short	short	np1
...	....	...
in	in	ii
fact	fact	nn1
the	the	at
Administration	administration	nn1
as	as	ii
a	a	at1
whole	whole	nn1
wishes	wish	vvz_nn2
to	to	to
forget	forget	vvi
the	the	at
whole	whole	jj
thing	thing	nn1
.	.	y
If	if	cs
the	the	at
Administration	administration	nn1
has	have	vhz
any	any	dd
idea	idea	nn1
that	that	cst
I	i	ppis1
will	will	vm
forget	forget	vvi
about	about	ii
this	this	dd1
thing	thing	nn1
it	it	pph1
is	be	vbz
plain	plain	jj_rr@
crazy	crazy	jj
.	.	y
"	"	"
