@@169823	##	fo
Delighted	delighted	jj
German	german	jj_nn1
spectators	spectator	nn2
watched	watch	vvd
a	a	at1
crack	crack	nn1_jj@
soccer	soccer	nn1
team	team	nn1
from	from	ii
Dsseldorf	dsseldorf	np1	
defeat	defeat	vv0
the	the	at
British	british	jj
53rd	53rd	md
Division	division	nn1
's	's	ge
team	team	nn1
.	.	y
A	a	at1_zz1
German	german	nn1_jj
in	in	ii
the	the	at
stands	stand	nn2
crowed	crow	vvd
triumphantly	triumphantly	rr
to	to	ii
a	a	at1
British	british	jj
soldier	soldier	nn1
:	:	y
"	"	"
You	you	ppy
do	do	vd0
n't	n't	xx
know	know	vvi
what	what	ddq
this	this	dd1
victory	victory	nn1
means	mean	vvz_nn
to	to	ii
Dsseldorf	dsseldorf	np1	
.	.	y
For	for	if
the	the	at
first	first	md
time	time	nnt1
we	we	ppis2
have	have	vh0
beaten	beat	vvn
you	you	ppy
at	at	ii
your	your	appge
national	national	jj
game	game	nn1
.	.	y
"	"	"
<P>	<p>	null	
The	the	at
Tommy	tommy	np1
smiled	smile	vvd
back	back	rp
.	.	y
"	"	"
That	that	dd1
's	be	vbz
all	all	rr21
right	right	rr22
.	.	y
We	we	ppis2
've	have	vh0
already	already	rr
beaten	beat	vvn_jj
you	you	ppy
at	at	ii
yours	yours	ppge
.	.	y
"	"	"
