@@167421	##	fo
Blasphemy	blasphemy	nn1
was	be	vbdz
uttered	utter	vvn
last	last	md
week	week	nnt1
:	:	y
Maestro	maestro	np1
Arturo	arturo	np1
Toscanini	toscanini	np1
was	be	vbdz
criticized	criticize	vvn
out	out	rp
loud	loud	rr_jj
.	.	y
Beaky	beaky	np1@_jj
,	,	y
bespectacled	bespectacled	jj
Sigmund	sigmund	np1
Spaeth	spaeth	np1_vvz	
,	,	y
"	"	"
Tune	tune	vv0_nn1
Detective	detective	nn1
,	,	y
"	"	"
barbershop	barbershop	nn1
balladeer	balladeer	nn1_nn
and	and	cc
general	general	jj
musical	musical	jj
quidnunc	quidnunc	nn1
,	,	y
told	tell	vvd_vvn
a	a	at1
Los	los	np1
Angeles	angeles	np1
convention	convention	nn1
of	of	io
the	the	at
National	national	jj
Federation	federation	nn1
of	of	io
Music	music	nn1
Clubs	club	nn2
:	:	y
<P>	<p>	null	
"	"	"
Much	much	da1_rr
as	as	csa
I	i	ppis1
respect	respect	vv0@
Toscanini	toscanini	nn1_jj_np1	
as	as	ii_csa
a	a	at1
musical	musical	jj
genius	genius	nn1
,	,	y
I	i	ppis1
am	be	vbm
forced	force	vvn
to	to	to
regard	regard	vvi
him	him	ppho1
as	as	ii
a	a	at1
menace	menace	nn1
to	to	ii
American	american	jj
music	music	nn1
.	.	y
In	in	ii
preference	preference	nn1
to	to	ii
making	make	vvg
some	some	dd
honest	honest	jj
effort	effort	nn1
to	to	to
discover	discover	vvi
first-rate	first-rate	jj
American	american	jj
music	music	nn1
,	,	y
he	he	pphs1
plays	play	vvz
the	the	at
puerilities	puerilities	nn2
of	of	io
tenth-rate	tenth-rate	jj_nn1
Italian	italian	jj_nn1
composers	composer	nn2
.	.	y
He	he	pphs1
has	have	vhz
been	be	vbn
glorified	glorify	vvn
until	until	cs_ii@
the	the	at
public	public	nn1
thinks	think	vvz
no	no	at
other	other	jj
symphonic	symphonic	jj
conductor	conductor	nn1
is	be	vbz
worth	worth	ii
listening	listen	vvg_nn1_jj
to	to	ii_to
.	.	y
"	"	"
