@@304480	##	fo
South	south	nd1
of	of	io
Caen	caen	np1
,	,	y
a	a	at1
Canadian	canadian	jj_nn1
unit	unit	nn1
wading	wade	vvg_nn1
through	through	ii
wheat	wheat	nn1
fields	field	nn2
fought	fight	vvd_vvn
its	its	appge
way	way	nn1
into	into	ii
a	a	at1
cluster	cluster	nn1
of	of	io
apple	apple	nn1
orchards	orchard	nn2
.	.	y
<P>	<p>	null	
"	"	"
I	i	ppis1
do	do	vd0
n't	n't	xx
like	like	vvi
this	this	dd1
,	,	y
"	"	"
snorted	snort	vvd
the	the	at
unit	unit	nn1
commander	commander	nn1
.	.	y
"	"	"
Why	why	rrq
not	not	xx
?	?	y
"	"	"
a	a	at1
correspondent	correspondent	nn1
asked	ask	vvd
.	.	y
<P>	<p>	null	
"	"	"
Those	those	dd2
apples	apple	nn2
are	be	vbr
n't	n't	xx
ripe	ripe	jj
.	.	y
A	a	at1
lot	lot	nn1
of	of	io
my	my	appge
men	man	nn2
have	have	vh0
chronic	chronic	jj
stomachaches	stomachache	nn2
.	.	y
I	i	ppis1
wish	wish	vv0
their	their	appge
mothers	mother	nn2
had	have	vhd
taught	teach	vvn
them	them	ppho2
better	better	rrr
.	.	y
"	"	"
