@@172617	##	fo
Acting	acting	jj
Secretary	secretary	nn1
of	of	io
State	state	nn1
Sumner	sumner	np1
Welles	welles	np1
told	tell	vvd
newsmen	newsman	nn2
that	that	cst
the	the	at
U.S.	u.s.-	np1
had	have	vhd
information	information	nn1
of	of	io
a	a	at1
new	new	jj
plan	plan	nn1
of	of	io
German	german	jj_nn1
aggression	aggression	nn1
:	:	y
against	against	ii
the	the	at
remaining	remaining	jj
independent	independent	jj
nations	nation	nn2
in	in	ii
Europe	europe	np1
.	.	y
Newsmen	newsman	nn2_np1@
went	go	vvd
to	to	ii
the	the	at
maps	map	nn2
and	and	cc
counted	count	vvd
the	the	at
neutral	neutral	jj
,	,	y
independent	independent	jj
European	european	jj
nations	nation	nn2
.	.	y
Only	only	rr
five	five	mc
seemed	seem	vvd
even	even	rr
semi-independent	semi-independent	jj
:	:	y
Sweden	sweden	np1
,	,	y
Switzerland	switzerland	np1
,	,	y
Spain	spain	np1
,	,	y
Portugal	portugal	np1
,	,	y
Turkey	turkey	np1
.	.	y
Once	once	cs@_rr
there	there	ex
were	be	vbdr
26	26	mc
independents	independent	nn2
.	.	y
