@@158149	##	fo
On	on	ii
a	a	at1
South	south	nd1
Pacific	pacific	np1
island	island	nn1
,	,	y
playing	play	vvg
ball	ball	nn1
for	for	if
a	a	at1
ist	ist	fw
Marine	marine	jj
Division	division	nn1
regimental	regimental	jj
team	team	nn1
,	,	y
Pfc	pfc	np1
.	.	y
George	george	np1
E.	e.	np1
Benson	benson	np1
Jr	jr	nna
.	.	y
lifted	lift	vvn_vvd
a	a	at1
high	high	jj
foul	foul	nn1_vv0
out	out	rp
past	past	ii_rl
third	third	md
base	base	nn1
.	.	y
A	a	zz1_at1
Stinson	stinson	np1_nn1@
grasshopper	grasshopper	nn1
artillery	artillery	nn1
spotting	spot	vvg
plane	plane	nn1
was	be	vbdz
coming	come	vvg
in	in	rp@
to	to	to
land	land	vvi
.	.	y
The	the	at
ball	ball	nn1
crashed	crash	vvd_vvn@
through	through	ii
the	the	at
windshield	windshield	nn1
,	,	y
broke	break	vvd
the	the	at
pilot	pilot	nn1
's	's	ge
jaw	jaw	nn1
and	and	cc
knocked	knock	vvd
him	him	ppho1
unconscious	unconscious	jj
.	.	y
<P>	<p>	null	
The	the	at
Stinson	stinson	np1
's	's	ge
only	only	jj
passenger	passenger	nn1
,	,	y
a	a	at1
Marine	marine	jj
corporal	corporal	nn1_jj
,	,	y
had	have	vhd
never	never	rr
flown	fly	vvn
a	a	at1
plane	plane	nn1
.	.	y
With	with	iw
the	the	at
dual	dual	jj
controls	control	nn2
,	,	y
he	he	pphs1
managed	manage	vvd
to	to	to
pull	pull	vvi
the	the	at
light	light	jj_nn1
plane	plane	nn1
out	out	ii21
of	of	ii22
its	its	appge
dive	dive	nn1
.	.	y
After	after	cs
he	he	pphs1
had	have	vhd
sweated	sweat	vvn
out	out	rp
30	30	mc
minutes	minute	nnt2
of	of	io
level	level	jj_nn1
flight	flight	nn1
,	,	y
the	the	at
pilot	pilot	nn1
came	come	vvd
to	to	ii
and	and	cc
landed	land	vvd_vvn
on	on	ii
another	another	dd1
island	island	nn1
,	,	y
15	15	mc
miles	mile	nnu2
away	away	rl
.	.	y
