@@261117	##	fo
An	an	at1
impatient	impatient	jj
man	man	nn1
has	have	vhz
no	no	at
business	business	nn1
in	in	ii
a	a	at1
photographic	photographic	jj
darkroom	darkroom	nn1
,	,	y
but	but	ccb
if	if	cs
one	one	pn1
should	should	vm
find	find	vvi
himself	himself	ppx1
there	there	rl
,	,	y
Eastman	eastman	np1
Kodak	kodak	np1
is	be	vbz
ready	ready	jj
to	to	to
ease	ease	vvi
his	his	appge
dank	dank	jj
tedium	tedium	nn1
.	.	y
Ready	ready	jj_rr@
last	last	md
week	week	nnt1
were	be	vbdr
two	two	mc
new	new	jj
fast-action	fast-action	jj_nn1
print	print	nn1
papers	paper	nn2
:	:	y
Resisto	resisto	np1_nn1	
N	xx_n	zz1_np1@
for	for	if
contact	contact	nn1
prints	print	nn2
,	,	y
Resisto	resisto	np1_nn1	
Rapid	rapid	jj_nn1@
for	for	if
enlargements	enlargement	nn2
.	.	y
<P>	<p>	null	
Print	print	vv0_nn1
papers	paper	nn2
have	have	vh0
a	a	at1
gelatinous	gelatinous	jj
silver	silver	nn1_jj@
emulsion	emulsion	nn1
on	on	ii
a	a	at1
tough	tough	jj
paper	paper	nn1
base	base	nn1
.	.	y
In	in	ii
the	the	at
Resisto	resisto	nn1_np1	
papers	paper	nn2_vvz%
the	the	at
base	base	nn1
is	be	vbz
impregnated	impregnate	vvn
with	with	iw
an	an	at1
acetate	acetate	nn1
which	which	ddq
makes	make	vvz
it	it	pph1
practically	practically	rr
waterproof	waterproof	jj
.	.	y
Developing	developing	jj_vvg
,	,	y
fixing	fix	vvg_nn1
and	and	cc
washing	wash	vvg_nn1
solutions	solution	nn2
are	be	vbr
thus	thus	rr
absorbed	absorb	vvn
by	by	ii
the	the	at
emulsion	emulsion	nn1
only	only	rr
.	.	y
Using	use	vvg
Resisto	resisto	np1_nn1	
,	,	y
photographers	photographer	nn2
need	need	vm@
take	take	vvi
only	only	rr
two	two	mc
minutes	minute	nnt2
for	for	if
fixing	fix	nn1_vvg
,	,	y
four	four	mc
minutes	minute	nnt2
for	for	if
washing	washing	nn1_vvg
,	,	y
three	three	mc
minutes	minute	nnt2
for	for	if
drying	dry	vvg
their	their	appge
prints	print	nn2
.	.	y
The	the	at
results	result	nn2
,	,	y
says	say	vvz
Eastman	eastman	np1
,	,	y
are	be	vbr
durable	durable	jj
.	.	y
