@@169025	##	fo
Opinion	opinion	nn1
<P>	<p>	null	
A	a	at1
majority	majority	nn1
of	of	io
the	the	at
U.S.	u.s.-	np1
does	do	vdz
not	not	xx
blame	blame	vvi
the	the	at
German	german	jj_nn1
people	people	nn
for	for	if
wartime	wartime	nn1
atrocities	atrocity	nn2
that	that	cst
Germany	germany	np1
has	have	vhz
committed	commit	vvn
.	.	y
So	so	rr
reported	report	vvd_vvn
the	the	at
University	university	nn1
of	of	io
Denver	denver	np1
's	's	ge
National	national	jj
Opinion	opinion	nn1
Research	research	nn1
Center	center	nn1
last	last	md
week	week	nnt1
.	.	y
Of	of	io
those	those	dd2
polled	poll	vvn_vvd
,	,	y
only	only	rr
38%	38%	nnu
believe	believe	vv0
that	that	cst
both	both	db2_rr
the	the	at
German	german	jj_nn1
people	people	nn
and	and	cc
the	the	at
Nazi	nazi	jj
leaders	leader	nn2
are	be	vbr
guilty	guilty	jj
;	;	y
58%	58%	nnu
blame	blame	vv0_nn1
Nazi	nazi	jj
leaders	leader	nn2
alone	alone	rr_jj
.	.	y
