@@156654	##	fo
Glass	glass	nn1_np1
fiber	fiber	nn1
,	,	y
finer	fine	jjr
than	than	csn
human	human	jj
hair	hair	nn1
,	,	y
spread	spread	vvn_vvd_vv0
over	over	ii_rp
ordinary	ordinary	jj
chicken	chicken	nn1
wire	wire	nn1
and	and	cc
painted	paint	jj@_vvn
leaf-green	leaf-green	nn1	
is	be	vbz
the	the	at
newest	new	jjt
variation	variation	nn1
in	in	ii
the	the	at
camouflage	camouflage	nn1
nets	net	nn2
that	that	cst
are	be	vbr
gradually	gradually	rr
being	be	vbg
rigged	rig	vvn
over	over	ii_rp
the	the	at
more	more	rgr
vital	vital	jj
U.S.	u.s.-	np1
war	war	nn1
plants	plant	nn2
.	.	y
The	the	at
nets	net	nn2
are	be	vbr
light	light	jj_rr%
enough	enough	rr
to	to	to
be	be	vbi
supported	support	vvn
by	by	ii
light	light	jj_nn1
framework	framework	nn1
,	,	y
strong	strong	jj_rr%
enough	enough	rr
to	to	to
stand	stand	vvi
up	up	rp
under	under	ii
snow	snow	nn1
and	and	cc
ice	ice	nn1
,	,	y
and	and	cc
,	,	y
being	be	vbg
non-inflammable	non-inflammable	jj
,	,	y
can	can	vm
not	not	xx
be	be	vbi
destroyed	destroy	vvn
by	by	ii
incendiary	incendiary	jj
bombs	bomb	nn2
.	.	y
The	the	at
paint	paint	nn1
job	job	nn1
can	can	vm
be	be	vbi
changed	change	vvn
as	as	rg
often	often	rr
as	as	csa
necessary	necessary	jj
to	to	to
keep	keep	vvi
the	the	at
camouflage	camouflage	nn1
design	design	nn1
in	in	ii
harmony	harmony	nn1
with	with	iw
seasonal	seasonal	jj
changes	change	nn2
.	.	y
