@@161644	##	fo
Iraq	iraq	np1
's	's	ge
King	king	nnb
Feisal	feisal	np1
I	i	ppis1
used	use	vmk
to	to	to
spend	spend	vvi
his	his	appge
spare	spare	jj
time	time	nnt1
playing	play	vvg
with	with	iw
a	a	at1
tame	tame	jj
leopard	leopard	nn1
.	.	y
His	his	appge
son	son	nn1
,	,	y
King	king	nnb
Feisal	feisal	np1
II	ii	mc
,	,	y
11	11	mc
,	,	y
a	a	at1
more	more	rgr
progressive	progressive	jj
monarch	monarch	nn1
,	,	y
has	have	vhz
spent	spend	vvn
his	his	appge
summer	summer	nnt1
holidays	holiday	nn2_vvz@
in	in	ii
Britain	britain	np1
studying	study	vvg
Western	western	jj_np1
industrial	industrial	jj
methods	method	nn2
.	.	y
At	at	ii
an	an	at1
oil	oil	nn1
refinery	refinery	nn1
the	the	at
boy	boy	nn1
king	king	nn1
from	from	ii
Bagdad	bagdad	np1
sat	sit	vvd
in	in	rp@
at	at	ii
a	a	at1
round-table	round-table	jj
discussion	discussion	nn1
of	of	io
scientists	scientist	nn2
and	and	cc
technicians	technician	nn2
.	.	y
In	in	ii
the	the	at
course	course	nn1
of	of	io
the	the	at
discussion	discussion	nn1
one	one	mc1
expert	expert	nn1
said	say	vvd
:	:	y
"	"	"
I	i	ppis1
always	always	rr
find	find	vv0
I	i	ppis1
can	can	vm
think	think	vvi
much	much	rr_da1
quicker	quicker	rrr_jjr
when	when	cs
I	i	ppis1
am	be	vbm
riding	ride	vvg
a	a	at1
bicycle	bicycle	nn1
.	.	y
"	"	"
Asked	ask	vvn
King	king	nnb
Feisal	feisal	np1
II	ii	mc
:	:	y
"	"	"
Why	why	rrq
do	do	vd0
n't	n't	xx
you	you	ppy
ride	ride	vvi
a	a	at1
motorbike	motorbike	nn1
and	and	cc
think	think	vvi
twice	twice	rr
as	as	rg
quickly	quickly	rr
?	?	y
"	"	"
