@@170424	##	fo
For	for	if
U.S.	u.s.-	np1
business	business	nn1
the	the	at
big	big	jj
news	news	nn1
of	of	io
the	the	at
week	week	nnt1
came	come	vvd
at	at	ii
the	the	at
tail	tail	nn1
end	end	nn1
of	of	io
the	the	at
President	president	nn1
's	's	ge
budget	budget	nn1
message	message	nn1
(	(	y
see	see	vv0
NATIONAL	national	jj
AFFAIRS	affair	nn2
)	)	y
:	:	y
after	after	ii_cs
sixteen	sixteen	mc
successive	successive	jj
years	year	nnt2
in	in	ii
which	which	ddq
Government	government	nn1
spending	spending	nn1
has	have	vhz
exceeded	exceed	vvn
intake	intake	nn1
,	,	y
fiscal	fiscal	jj
1947	1947	mc
would	would	vm
see	see	vvi
the	the	at
first	first	md
reduction	reduction	nn1
in	in	ii
debt	debt	nn1
.	.	y
Although	although	cs
Government	government	nn1
bookkeeping	bookkeeping	nn1
still	still	rr
shows	show	vvz
a	a	at1
deficit	deficit	nn1
of	of	io
$1.9	$1.9	nnu
billion	billion	m
for	for	if
the	the	at
current	current	jj
year	year	nnt1
,	,	y
the	the	at
Government	government	nn1
anticipates	anticipate	vvz
collecting	collect	vvg
$2.8	$2.8	nnu
billion	billion	m
more	more	dar
cash	cash	nn1
from	from	ii
the	the	at
public	public	nn1_jj
than	than	csn
it	it	pph1
pays	pay	vvz
back	back	rp
to	to	ii
the	the	at
public	public	nn1_jj
.	.	y
