@@169815	##	fo
In	in	ii
last	last	md
week	week	nnt1
's	's	ge
UNO	uno	np1
Security	security	nn1
Council	council	nn1
wrangle	wrangle	nn1_vv0
over	over	ii
Greece	greece	np1
,	,	y
Polish	polish	jj
Delegate	delegate	nn1
Zygmunt	zygmunt	np1_nn1	
Modzelewski	modzelewski	np1_nn1	
fluttered	flutter	vvd
his	his	appge
hearers	hearer	nn2
by	by	ii
siding	side	vvg_nn1
with	with	iw
Britain	britain	np1
.	.	y
Correspondents	correspondent	nn2
pricked	prick	vvd_vvn
up	up	rp
their	their	appge
ears	ear	nn2
.	.	y
Was	be	vbdz
he	he	pphs1
really	really	rr
deviating	deviate	vvg
from	from	ii
the	the	at
Russian	russian	jj
line	line	nn1
?	?	y
<P>	<p>	null	
Lesser	lesser	jj
Poles	pole	nn2
explained	explain	vvd_vvn
that	that	cst
Russia	russia	np1
's	's	ge
understanding	understanding	nn1_vvg
with	with	iw
the	the	at
Polish	polish	jj
Provisional	provisional	jj
Government	government	nn1
featured	feature	vvd_vvn
a	a	at1
two-way	two-way	jj
stretch	stretch	nn1@
.	.	y
Said	say	vvd
one	one	pn1_mc1
,	,	y
with	with	iw
a	a	at1
laugh	laugh	nn1@_vv0
as	as	rg
hollow	hollow	jj
as	as	csa
proud	proud	jj
Poland	poland	np1
's	's	ge
claim	claim	nn1
of	of	io
independence	independence	nn1
,	,	y
"	"	"
When	when	cs_rrq
Vishinsky	vishinsky	np1	
wants	want	vvz
to	to	to
back	back	vvi
up	up	rp
,	,	y
he	he	pphs1
lets	let	vvz
our	our	appge
man	man	nn1
go	go	vvi
forward	forward	rl
.	.	y
"	"	"
