@@167621	##	fo
Would	would	vm
the	the	at
boiler	boiler	nn1
blow	blow	vvi
Dick	dick	np1
Tracy	tracy	np1
through	through	ii
the	the	at
roof	roof	nn1
?	?	y
Would	would	vm
Joe	joe	np1
Palooka	palooka	np1
best	best	vv0%_jjt
the	the	at
Nazis	nazi	nn2
?	?	y
In	in	ii
Venezuela	venezuela	np1
such	such	da
questions	question	nn2
called	call	vvn_vvd@
urgently	urgently	rr
for	for	if
an	an	at1
answer	answer	nn1
.	.	y
But	but	ccb
the	the	at
ships	ship	nn2
from	from	ii
New	new	np1
York	york	np1
were	be	vbdr
slow	slow	jj
in	in	ii
coming	come	vvg
,	,	y
and	and	cc
many	many	da2
a	a	at1
Venezuelan	venezuelan	jj_nn1
newspaper	newspaper	nn1
was	be	vbdz
running	run	vvg_jj
short	short	jj_nn1%
of	of	io
comic-strip	comic-strip	jj_nn1
mats	mat	nn2
.	.	y
While	while	cs
the	the	at
comic-strip	comic-strip	jj_nn1
heroes	hero	nn2
teetered	teeter	vvd
on	on	ii_rp@
various	various	jj
brinks	brink	nn2
,	,	y
Venezuelan	venezuelan	jj_nn1
editors	editor	nn2
heard	hear	vvn_vvd
with	with	iw
dismay	dismay	nn1
that	that	cst
a	a	at1
ship	ship	nn1
with	with	iw
a	a	at1
supply	supply	nn1
of	of	io
mats	mat	nn2
had	have	vhd
been	be	vbn
sent	send	vvn
to	to	ii
the	the	at
bottom	bottom	nn1_jj
by	by	ii
a	a	at1
pigboat	pigboat	nn1	
.	.	y
<P>	<p>	null	
To	to	ii
many	many	da2
people	people	nn
in	in	ii
Venezuela	venezuela	np1
last	last	md
week	week	nnt1
the	the	at
comic-strip	comic-strip	jj_nn1
shortage	shortage	nn1
was	be	vbdz
a	a	at1
sudden	sudden	jj
reminder	reminder	nn1
that	that	cst
the	the	at
war	war	nn1
was	be	vbdz
getting	get	vvg
to	to	to
be	be	vbi
a	a	at1
serious	serious	jj
business	business	nn1
.	.	y
