@@225191	##	fo
The	the	at
Tokyo	tokyo	np1
radio	radio	nn1
announced	announce	vvd_vvn
last	last	md
week	week	nnt1
the	the	at
formation	formation	nn1
of	of	io
the	the	at
Greater	great	np1
East	east	nd1
Asia	asia	np1
Virgins	virgin	nn2
Association	association	nn1
,	,	y
with	with	iw
headquarters	headquarters	nn
at	at	ii
Batavia	batavia	np1
,	,	y
Dutch	dutch	jj
East	east	nd1
Indies	indies	np1
.	.	y
Said	say	vvd
the	the	at
broadcast	broadcast	nn1
:	:	y
"	"	"
Positive	positive	jj
cooperation	cooperation	nn1
of	of	io
Javanese	javanese	jj_nn
girls	girl	nn2
deserves	deserve	vvz
attention	attention	nn1
.	.	y
"	"	"
The	the	at
Japanese	japanese	jj_nn1
hope	hope	nn1_vv0
that	that	cst
200,000	200,000	mc
virgins	virgin	nn2
will	will	vm
cooperate	cooperate	vvi
positively	positively	rr
with	with	iw
Japanese	japanese	jj
troops	troop	nn2
in	in	ii
building	build	vvg@
the	the	at
New	new	jj
Order	order	nn1
in	in	ii
Asia	asia	np1
.	.	y
