@@259916	##	fo
For	for	if
bumptious	bumptious	jj
James	james	np1
Caesar	caesar	np1
Petrillo	petrillo	np1
,	,	y
exigent	exigent	jj
czar	czar	nn1
of	of	io
U.S.	u.s.-	np1
musicians	musician	nn2
,	,	y
it	it	pph1
was	be	vbdz
a	a	at1
week	week	nnt1
of	of	io
unparalleled	unparalleled	jj
tributes	tribute	nn2
.	.	y
From	from	ii
Toledo	toledo	np1
came	come	vvd
flattering	flattering	jj_vvg
news	news	nn1
:	:	y
somebody	somebody	pn1
was	be	vbdz
going	go	vvg
around	around	rp_ii
representing	represent	vvg
himself	himself	ppx1
as	as	csa_ii@
Petrillo	petrillo	np1
.	.	y
In	in	ii
Hollywood	hollywood	np1
,	,	y
movie	movie	nn1
magnates	magnate	nn2
cheerfully	cheerfully	rr
upped	up	vvd_vvn
his	his	appge
studio	studio	nn1
musicians	musician	nn2
'	'	ge
pay	pay	nn1
by	by	ii
33%	33%	nnu
(	(	y
previous	previous	jj
annual	annual	jj
wage	wage	nn1
:	:	y
$5,200	$5,200	nnu
)	)	y
,	,	y
agreed	agree	vvn_vvd
to	to	ii
a	a	at1
44%	44%	nnu
increase	increase	nn1_vv0
in	in	ii
the	the	at
number	number	nn1
of	of	io
regularly	regularly	rr
employed	employ	vvn_vvd_jj@
musicians	musician	nn2
.	.	y
From	from	ii
Metro-Goldwyn-Mayer	metro-goldwyn-mayer	np1
's	's	ge
Nicholas	nicholas	np1
Schenck	schenck	np1
came	come	vvd
the	the	at
most	most	rgt
gracious	gracious	jj
accolade	accolade	nn1
of	of	io
all	all	db
:	:	y
"	"	"
We	we	ppis2
had	have	vhd
a	a	at1
very	very	rg
lovely	lovely	jj
and	and	cc
friendly	friendly	jj_nn1@
three	three	mc
weeks	week	nnt2
of	of	io
negotiation	negotiation	nn1
.	.	y
"	"	"
