@@224297	##	fo
Bolivia	bolivia	np1
's	's	ge
revolutionary	revolutionary	jj
Government	government	nn1
,	,	y
all	all	db_rr@
spruced	spruce	vvd
up	up	rp
and	and	cc
awaiting	await	vvg
U.S.	u.s.-	np1
recognition	recognition	nn1
,	,	y
last	last	md
week	week	nnt1
let	let	vv0_vvd@
super-rich	super-rich	jj
Mauricio	mauricio	np1_nn1@
Hochschild	hochschild	np1_nn1_vv0	
out	out	ii21
of	of	ii22
jail	jail	nn1
and	and	cc
prepared	prepare	vvn_jj_vvd@
to	to	to
deport	deport	vvi
him	him	ppho1
.	.	y
Jailed	jail	vvn_jj
for	for	if
counter-revolutionary	counter-revolutionary	jj
plotting	plot	nn1@_jj@
,	,	y
the	the	at
tin	tin	nn1
tycoon	tycoon	nn1
had	have	vhd
escaped	escape	vvn
worse	bad	jjr
punishment	punishment	nn1
by	by	ii
promising	promising	jj_vvg@
to	to	to
keep	keep	vvi
out	out	ii21
of	of	ii22
Bolivia	bolivia	np1
and	and	cc
her	her	appge
politics	politics	nn1
.	.	y
Tricky	tricky	jj
Don	don	np1_nn1
Mauricio	mauricio	np1
had	have	vhd
always	always	rr
managed	manage	vvn
to	to	to
keep	keep	vvi
a	a	at1
potent	potent	jj
hand	hand	nn1
in	in	ii
Bolivian	bolivian	jj
affairs	affair	nn2
(	(	y
TIME	time	nnt1
,	,	y
May	may	npm1
8	8	mc
)	)	y
.	.	y
But	but	ccb
President	president	nnb
Gualberto	gualberto	np1	
Villarroel	villarroel	np1
's	's	ge
regime	regime	nn1
evidently	evidently	rr
felt	feel	vvd_vvn
strong	strong	jj_rr%
enough	enough	rr
to	to	to
deal	deal	vvi
with	with	iw
him	him	ppho1
in	in	ii
one	one	mc1
way	way	nn1
or	or	cc
another	another	dd1
.	.	y
