@@229975	##	fo
Prosperous	prosperous	jj
as	as	ii_csa
the	the	at
nation	nation	nn1
was	be	vbdz
in	in	ii
bountiful	bountiful	jj
1948	1948	mc
,	,	y
many	many	da2
were	be	vbdr
left	leave	vvn
behind	behind	rl@
.	.	y
More	more	dar
than	than	csn
8,000,000	8,000,000	mc
families	family	nn2
and	and	cc
individuals	individual	nn2
had	have	vhd
1948	1948	mc
incomes	income	nn2
of	of	io
less	less	dar
than	than	csn
$1,000	$1,000	nnu
cash	cash	nn1_vv0@
a	a	at1
year	year	nnt1
,	,	y
a	a	at1
congressional	congressional	jj
subcommittee	subcommittee	nn1
reported	report	vvd_vvn
last	last	md
week	week	nnt1
,	,	y
and	and	cc
almost	almost	rr
a	a	at1
third	third	md
of	of	io
the	the	at
nation	nation	nn1
had	have	vhd
less	less	dar
than	than	csn
$2,000	$2,000	nnu
a	a	at1
year	year	nnt1
to	to	to
live	live	vvi
on	on	rp@
.	.	y
