@@225880	##	fo
Last	last	md
week	week	nnt1
radio	radio	nn1
took	take	vvd
thought	think	nn1_vvn
and	and	cc
added	add	vvd_vvn
a	a	at1
cubit	cubit	nn1
to	to	ii
its	its	appge
stature	stature	nn1
:	:	y
<P>	<p>	null	
WJZ	wjz	np1
(	(	y
New	new	np1
York	york	np1
)	)	y
decided	decide	vvd_vvn
to	to	to
play	play	vvi
no	no	at
more	more	rgr
five-minute	five-minute	jj
recorded	recorded	jj@_vvd
commercial	commercial	jj_nn1@
"	"	"
shows	show	nn2_vvz
"	"	"
between	between	ii
8:30	8:30	mc
a.m.	a.m.-that	ra
and	and	cc
midnight	midnight	nnt1
.	.	y
<P>	<p>	null	
WTMJ	wtmj	np1	
(	(	y
Milwaukee	milwaukee	np1
)	)	y
joined	join	vvd_vvn
to	to	ii
growing	grow	jj_vvg
list	list	nn1
of	of	io
stations	station	nn2
banning	ban	vvg
commercials	commercial	nn2
that	that	cst_dd1
break	break	vv0_nn1
into	into	ii
15-minute	15-minute	jj
news	news	nn1
broadcasts	broadcast	nn2
.	.	y
<P>	<p>	null	
WWJ	wwj-am	np1	
(	(	y
Detroit	detroit	np1
)	)	y
put	put	vvd_vv0_vvn
into	into	ii
effect	effect	nn1
its	its	appge
total	total	jj_nn1
ban	ban	nn1
on	on	ii
all	all	db
recorded	record	vvd_vvn_jj@
commercial	commercial	jj
announcements	announcement	nn2
.	.	y
