@@179901	##	fo
A	a	zz1
Nazi	nazi	jj
propagandist	propagandist	nn1
urged	urge	vvd_vvn
the	the	at
U.S.	u.s.-	np1
people	people	nn
last	last	md
week	week	nnt1
to	to	to
buy	buy	vvi
meat	meat	nn1
on	on	ii
the	the	at
black	black	jj
market	market	nn1
.	.	y
A	a	at1_zz1
short-wave	short-wave	jj_nn1
broadcast	broadcast	nn1_vvn
in	in	ii
English	english	nn1
attacked	attack	vvd_vvn
a	a	at1
U.S.	u.s.-	np1
Government	government	nn1
report	report	nn1_vv0@
that	that	cst_dd1
black-market	black-market	jj_nn1
meat	meat	nn1
was	be	vbdz
inferior	inferior	jj
and	and	cc
likely	likely	jj
to	to	to
be	be	vbi
diseased	diseased	jj
.	.	y
The	the	at
Nazi	nazi	jj
commentator	commentator	nn1
sneered	sneer	vvd
:	:	y
"	"	"
Trick	trick	vv0
!	!	!
"	"	"
He	he	pphs1
announced	announce	vvd
that	that	cst_dd1
in	in	ii
Boston	boston	np1
everyone	everyone	pn1
agrees	agree	vvz
black-market	black-market	jj
meat	meat	nn1
is	be	vbz
"	"	"
first	first	md
class	class	nn1
.	.	y
"	"	"
