@@159443	##	fo
In	in	ii
Moscow	moscow	np1
last	last	md
week	week	nnt1
Izvestia	izvestia	np1
attacked	attack	vvd
the	the	at
Pope	pope	np1_nn1
's	's	ge
appointment	appointment	nn1
of	of	io
32	32	mc
new	new	jj
cardinals	cardinal	nn2
as	as	csa_ii@
"	"	"
the	the	at
Vatican	vatican	np1
's	's	ge
new	new	jj
orientation	orientation	nn1
in	in	ii
reactionary	reactionary	jj
circles	circle	nn2
of	of	io
other	other	jj
countries	country	nn2
and	and	cc
part	part	nn1
of	of	io
a	a	at1
great	great	jj
political	political	jj
maneuver	maneuver	nn1
intended	intend	vvd_vvn
to	to	to
improve	improve	vvi
the	the	at
Vatican	vatican	np1
's	's	ge
position	position	nn1
in	in	ii
the	the	at
international	international	jj
arena	arena	nn1
.	.	y
"	"	"
It	it	pph1
said	say	vvd
Archbishop	archbishop	nn1
Francis	francis	np1
J.	j.-a	np1
Spellman	spellman	nn1_np1
of	of	io
New	new	np1
York	york	np1
,	,	y
one	one	mc1
of	of	io
the	the	at
32	32	mc
,	,	y
was	be	vbdz
carrying	carry	vvg
out	out	rp
the	the	at
Vatican	vatican	np1
policy	policy	nn1
by	by	ii
"	"	"
trying	try	vvg
to	to	to
persuade	persuade	vvi
the	the	at
American	american	jj
people	people	nn
to	to	to
accept	accept	vvi
Franco	franco	np1
.	.	y
"	"	"
<P>	<p>	null	
In	in	ii
New	new	np1
York	york	np1
,	,	y
the	the	at
Archbishop	archbishop	nn1
's	's	ge
office	office	nn1
announced	announce	vvd_vvn
that	that	cst
"	"	"
he	he	pphs1
has	have	vhz
been	be	vbn
assailed	assail	vvn
by	by	ii
the	the	at
minions	minion	nn2
of	of	io
Hitler	hitler	np1
,	,	y
Mussolini	mussolini	np1
and	and	cc
other	other	jj
tyrants	tyrant	nn2
and	and	cc
is	be	vbz
not	not	xx
surprised	surprise	jj_vvn%
at	at	ii
renewed	renewed	jj
baseless	baseless	jj
attacks	attack	nn2
by	by	ii
puppets	puppet	nn2
of	of	io
pretenders	pretender	nn2
to	to	ii
peace	peace	nn1
.	.	y
"	"	"
