@@225882	##	fo
In	in	ii
New	new	np1
York	york	np1
,	,	y
there	there	ex
was	be	vbdz
some	some	dd
ripe	ripe	jj
political	political	jj
speculation	speculation	nn1
.	.	y
Handsome	handsome	jj
,	,	y
strapping	strapping	jj_vvg%
Brigadier	brigadier	nnb
General	general	nnb
William	william	np1
O'Dwyer	o'dwyer	np1
,	,	y
late	late	rr_jj
of	of	io
the	the	at
Allied	allied	jj
Control	control	nn1
Commission	commission	nn1
in	in	ii
Italy	italy	np1
,	,	y
returned	return	vvn_vvd
to	to	ii
his	his	appge
$20,000-a-year	$20,000-a-year	nnu	
job	job	nn1
as	as	csa_ii@
Brooklyn	brooklyn	np1
's	's	ge
District	district	nn1
Attorney	attorney	nn1
.	.	y
Bill	bill	np1
O'Dwyer	o'dwyer	np1
promptly	promptly	rr
squelched	squelch	vvd
a	a	at1
rumor	rumor	nn1
that	that	cst
he	he	pphs1
had	have	vhd
returned	return	vvn
to	to	ii
civvies	civvy	nn2
to	to	to
run	run	vvi
as	as	rg@_csa
Democratic	democratic	jj
candidate	candidate	nn1
for	for	if
Mayor	mayor	nn1
of	of	io
New	new	np1
York	york	np1
next	next	md
fall	fall	nn1_vv0
against	against	ii
Fusionist	fusionist	jj_nn1
"	"	"
Butch	butch	np1
"	"	"
LaGuardia	laguardia	np1
.	.	y
<P>	<p>	null	
O'Dwyer	o'dwyer	np1
's	's	ge
emphatic	emphatic	jj
denial	denial	nn1
brought	bring	vvd_vvn
forth	forth	rr
hotter	hot	jjr
political	political	jj
dope	dope	nn1
:	:	y
LaGuardia	laguardia	np1
would	would	vm
run	run	vvi
for	for	if
a	a	at1
fourth	fourth	md
term	term	nn1
with	with	iw
Fusion	fusion	nn1
,	,	y
American	american	jj
Labor	labor	nn1
Party	party	nn1
and	and	cc
Tammany	tammany	np1_nn1
backing	backing	nn1_vvg
.	.	y
His	his	appge
re-election	re-election	nn1
thus	thus	rr
assured	assure	vvn_vvd_jj
,	,	y
he	he	pphs1
could	could	vm
stay	stay	vvi
at	at	ii
City	city	nn1
Hall	hall	nn1
just	just	rr
long	long	rr_vv0@_jj
enough	enough	rr_dd
to	to	to
run	run	vvi
for	for	if
U.S.	u.s.-	np1
Senator	senator	nn1
in	in	ii
1946	1946	mc
with	with	iw
the	the	at
same	same	da
backing	backing	nn1
,	,	y
and	and	cc
on	on	ii
a	a	at1
ticket	ticket	nn1
with	with	iw
New	new	jj
Dealing	deal	nn1@_vvg
Senator	senator	nnb
Jim	jim	np1
Mead	mead	nn1
,	,	y
as	as	csa_ii
the	the	at
candidate	candidate	nn1
for	for	if
Governor	governor	nn1
.	.	y
<P>	<p>	null	
For	for	if
years	year	nnt2
,	,	y
"	"	"
Butch	butch	np1
"	"	"
has	have	vhz
wanted	want	vvn
to	to	to
be	be	vbi
a	a	at1
Senator	senator	nn1
.	.	y
For	for	if
years	year	nnt2
,	,	y
Jim	jim	np1
Mead	mead	nn1
has	have	vhz
wanted	want	vvn
to	to	to
be	be	vbi
Governor	governor	nn1
.	.	y
