@@167325	##	fo
Last	last	md
week	week	nnt1
an	an	at1
armored	armored	jj@
division	division	nn1
,	,	y
a	a	at1
motorized	motorized	jj@
infantry	infantry	nn
division	division	nn1
,	,	y
and	and	cc
aircraft	aircraft	nn
practiced	practice	vvd
together	together	rl
at	at	ii
Fort	fort	np1
Benning	benning	np1
,	,	y
Ga	ga	np1
.	.	y
In	in	ii
the	the	at
U.S.	u.s.-	np1
Army	army	nn1
,	,	y
this	this	dd1
event	event	nn1
was	be	vbdz
news	news	nn1
.	.	y
Hitherto	hitherto	rt
the	the	at
Army	army	nn1
has	have	vhz
had	have	vhn
neither	neither	rr
the	the	at
equipment	equipment	nn1
nor	nor	cc
the	the	at
foresight	foresight	nn1
to	to	to
play	play	vvi
at	at	ii
such	such	da
modern	modern	jj
elementals	elementals	nn2
on	on	ii
a	a	at1
realistic	realistic	jj
scale	scale	nn1
.	.	y
<P>	<p>	null	
Observation	observation	nn1
aircraft	aircraft	nn
,	,	y
insufficiently	insufficiently	rr
trained	train	vvn
in	in	ii
cooperative	cooperative	jj
war	war	nn1
,	,	y
hunted	hunted	jj_vvd
ground	ground	nn1_jj@
targets	target	nn2
,	,	y
sometimes	sometimes	rt
failed	fail	vvd_vvn
to	to	to
find	find	vvi
them	them	ppho2
.	.	y
Light	light	jj_nn1
bombers	bomber	nn2
staged	stage	vvd_vvn
a	a	at1
smoothly	smoothly	rr
timed	time	vvn_vvd
,	,	y
independent	independent	jj
attack	attack	nn1
on	on	ii
armored	armored	jj@
units	unit	nn2
,	,	y
also	also	rr
attacked	attack	vvn_vvd
with	with	iw
and	and	cc
ahead	ahead	ii21
of	of	ii22
infantry	infantry	nn
,	,	y
artillery	artillery	nn1
,	,	y
tanks	tank	nn2
.	.	y
Air	air	nn1
officers	officer	nn2
squabbled	squabble	vvd_vvn@
with	with	iw
each	each	ppx221
other	other	ppx222
and	and	cc
with	with	iw
ground	ground	nn1_jj@
officers	officer	nn2
.	.	y
Main	main	jj
lessons	lesson	nn2
from	from	ii
this	this	dd1
first	first	md
field	field	nn1
study	study	nn1
were	be	vbdr
that	that	cst
the	the	at
Army	army	nn1
1	1	mc1
)	)	y
needs	need	vvz
a	a	rr31@
great	great	rr32
deal	deal	rr33
more	more	dar_rrr
of	of	io
the	the	at
same	same	da
,	,	y
2	2	mc
)	)	y
will	will	vm
have	have	vhi
to	to	to
unify	unify	vvi
the	the	at
commands	command	nn2
of	of	io
air	air	nn1
and	and	cc
ground	ground	nn1_jj@
forces	force	nn2_vvz@
in	in	ii
the	the	at
field	field	nn1
before	before	ii_cs
their	their	appge
joint	joint	jj
practice	practice	nn1
makes	make	vvz
perfect	perfect	jj
.	.	y
