@@173406	##	fo
The	the	at
Vatican	vatican	np1
radio	radio	nn1
(	(	y
still	still	rr
unsilenced	unsilenced	jj
by	by	ii
the	the	at
Nazis	nazi	nn2
)	)	y
fortnight	fortnight	nnt1
ago	ago	ra
broadcast	broadcast	vv0
an	an	at1
important	important	jj
reminder	reminder	nn1
,	,	y
authorized	authorize	vvn
by	by	ii
Pope	pope	nnb
Pius	piu	np1
XII	xii	mc
,	,	y
to	to	ii
Roman	roman	jj_nn1
Catholic	catholic	jj_nn1
laymen	layman	nn2
.	.	y
In	in	ii31
case	case	ii32
of	of	ii33
bombing	bomb	nn1_vvg
or	or	cc
other	other	jj
wartime	wartime	nn1
emergencies	emergency	nn2
it	it	pph1
is	be	vbz
the	the	at
duty	duty	nn1
of	of	io
Roman	roman	jj_nn1
Catholic	catholic	jj_nn1
laymen	layman	nn2
to	to	to
rescue	rescue	vvi
the	the	at
Host	host	nn1
from	from	ii
the	the	at
altar	altar	nn1
or	or	cc
to	to	to
gather	gather	vvi
up	up	rp
any	any	dd
Hosts	host	nn2
or	or	cc
pieces	piece	nn2
of	of	io
Hosts	host	nn2
which	which	ddq
may	may	vm
have	have	vhi
been	be	vbn
blasted	blast	vvn@
to	to	ii
the	the	at
sanctuary	sanctuary	nn1
floor	floor	nn1
.	.	y
Normally	normally	rr
only	only	jj
priests	priest	nn2
and	and	cc
deacons	deacon	nn2
are	be	vbr
supposed	supposed	jj
to	to	to
handle	handle	vvi
the	the	at
Blessed	bless	jj
Sacrament	sacrament	nn1
.	.	y
