@@150607	##	fo
Inspired	inspire	vvn
by	by	ii
tales	tale	nn2
of	of	io
women	woman	nn2
helping	help	vvg
to	to	to
defend	defend	vvi
Russia	russia	np1
,	,	y
Mrs.	mrs.-	nnb
Edward	edward	np1
Frederick	frederick	np1
Boultbee	boultbee	np1	
,	,	y
the	the	at
wife	wife	nn1
of	of	io
an	an	at1
air-raid	air-raid	jj_nn1
warden	warden	nn1
in	in	ii
the	the	at
village	village	nn1
of	of	io
Attleborough	attleborough	np1
,	,	y
Norfolk	norfolk	np1
,	,	y
last	last	md
week	week	nnt1
edged	edge	vvn_vvd
up	up	ii21
to	to	ii22
an	an	at1
"	"	"
invading	invading	jj
"	"	"
tank	tank	nn1
in	in	ii
British	british	jj
Army	army	nn1
maneuvers	maneuver	nn2_vvz
,	,	y
popped	pop	vvd_vvn
a	a	at1
rock	rock	nn1
into	into	ii
the	the	at
open	open	jj
turret	turret	nn1
.	.	y
<P>	<p>	null	
"	"	"
You	you	ppy
're	be	vbr
dead	dead	jj
!	!	!
"	"	"
she	she	pphs1
cried	cry	vvd
.	.	y
"	"	"
That	that	dd1
was	be	vbdz
a	a	at1
bomb	bomb	nn1
.	.	y
"	"	"
<P>	<p>	null	
The	the	at
tank	tank	nn1
commander	commander	nn1
said	say	vvd
icily	icily	rr
:	:	y
"	"	"
Madam	madam	nn1
,	,	y
I	i	ppis1
'm	be	vbm
not	not	xx
fighting	fight	vvg
women	woman	nn2
.	.	y
"	"	"
<P>	<p>	null	
Said	say	vvd
she	she	pphs1
:	:	y
"	"	"
Well	well	rr
,	,	y
I	i	ppis1
'm	be	vbm
fighting	fight	vvg
invaders	invader	nn2
.	.	y
"	"	"
<P>	<p>	null	
The	the	at
nearest	nearest	jjt
umpire	umpire	nn1
was	be	vbdz
summoned	summon	vvn
.	.	y
He	he	pphs1
ruled	rule	vvd
the	the	at
tank	tank	nn1
destroyed	destroy	vvd_vvn
.	.	y
